,summary,Mitigation,Impact,Causes,Hazard,word
from the,5.502722193503103,-0.1155093230400241,-0.04069407031062909,0.035388253043595885,0.10079051541832844,from the
Tasman,4.191467838693781,-0.19734674188593465,-0.07603064049685589,0.15829863663576002,0.07436986269171769,Tasman
the tasman,4.191467838693781,-0.19734674188593465,-0.07603064049685589,0.15829863663576002,0.07436986269171769,the tasman
Sea,4.183475954938879,-0.20699991371586837,-0.06675369854304215,0.17537986090990765,0.05608895672093448,Sea
tasman sea,4.183475954938879,-0.20699991371586837,-0.06675369854304215,0.17537986090990765,0.05608895672093448,tasman sea
MetService,4.191481950349638,-0.21666580803037927,-0.06017754005771032,0.19096287204993492,0.04095609112402931,MetService
metservice has,4.273732250687683,-0.25186631135161075,-0.045642296656450095,0.2425904628524396,-0.004704821461167431,metservice has
has issued,10.260388197058298,-0.06954342157168969,-0.03435748626294081,0.09637483577698025,0.0007643073583876795,has issued
issued strong,4.653861325855062,-0.3513139864683758,-0.046413052020142426,0.37808366143596217,-0.1129742828422406,issued strong
wind,21.222888924945707,-0.028475509099416287,0.04440199960651844,0.1597218206346759,-0.1951277435022386,wind
strong wind,5.9938627199347545,-0.3648319077125889,0.04633043409324931,0.30212881997542107,-0.0906125550944278,strong wind
watches,4.408357048281983,-0.3111896589750004,0.03140041488549082,0.2781068914621729,-0.0811012320202494,watches
wind watch+es,4.408357048281983,-0.3111896589750004,0.03140041488549082,0.2781068914621729,-0.0811012320202494,wind watch+es
watch+es for,4.1293792435230525,-0.2544669563972655,-0.0017718211349464165,0.23030234724438783,-0.029259996076358742,watch+es for
Otago,4.043618248892223,-0.23761043966827824,-0.010450398610745919,0.21440899381942713,-0.01468864615207331,Otago
for otago,4.043618248892223,-0.23761043966827824,-0.010450398610745919,0.21440899381942713,-0.01468864615207331,for otago
Fiordland,3.9308000548644393,-0.21585811541957706,-0.020569026211618272,0.19308220762493092,0.0028884323594612652,Fiordland
otago fiordland,3.9308000548644393,-0.21585811541957706,-0.020569026211618272,0.19308220762493092,0.0028884323594612652,otago fiordland
fiordland and,3.857554249883611,-0.20082678271945623,-0.02662119787507555,0.17877378969061625,0.012981077449062182,fiordland and
Southland,3.7789668142708734,-0.18503044817327172,-0.03233007199194333,0.16363308299331902,0.022551926568351588,Southland
and southland,3.7789668142708734,-0.18503044817327172,-0.03233007199194333,0.16363308299331902,0.022551926568351588,and southland
southland from,3.7002354199230343,-0.16959286602513415,-0.037232361425793566,0.14889147275275796,0.03071983403952196,southland from
this,18.07063678673483,-0.06890663936506751,-0.052148250447884355,0.06661543445878054,0.045201922235542376,this
from this,3.6664990132351463,-0.16310257317891175,-0.03908829315020411,0.14275130109407727,0.0337664765787242,from this
morning,3.635622955030738,-0.1572285693800839,-0.04066236619998556,0.13723943778448267,0.036313199734371096,morning
this morning,3.635622955030738,-0.1572285693800839,-0.04066236619998556,0.13723943778448267,0.036313199734371096,this morning
morning until,3.591061156151765,-0.1488606247235766,-0.04273152029819568,0.12948091553663332,0.039581528509244374,morning until
late,6.0297600620102,-0.09429243970396976,-0.06794480516661199,0.10349098607321643,0.04390878927666011,late
until late,3.5608503606424096,-0.14325931612448126,-0.04400354146002181,0.12436068121053673,0.0415253852599101,until late
late this,3.6664990132351463,-0.16310257317891175,-0.03908829315020411,0.14275130109407727,0.0337664765787242,late this
evening,11.407294616800584,-0.03215295499019643,-0.07003217156837495,0.11039693271183985,-0.0149504203538891,evening
this evening,11.407294616800584,-0.03215295499019643,-0.07003217156837495,0.11039693271183985,-0.0149504203538891,this evening
sever+e weather,7.495120899097282,-0.09077739894773844,-0.05391733451570597,0.11484230389850365,0.01753866359965594,sever+e weather
Update,3.418130867894627,-0.11750508621940434,-0.04872476776569231,0.10179092632801139,0.04783369041477476,Update
weather update,3.418130867894627,-0.11750508621940434,-0.04872476776569231,0.10179092632801139,0.04783369041477476,weather update
Strong,3.380633758983088,-0.11090452614749541,-0.04965254586511089,0.09630963379291374,0.048740522413817176,Strong
update strong,3.380633758983088,-0.11090452614749541,-0.04965254586511089,0.09630963379291374,0.048740522413817176,update strong
Wind,3.3604129562950376,-0.1073683751483971,-0.05010551509096959,0.09342968501622513,0.049106926841815134,Wind
Watch,3.7413648792179135,0.13377340483363598,-0.1618933393028395,-0.020000711868094132,0.025617151674664666,Watch
wind watch,3.346628314607159,-0.10496626376698688,-0.050396219234872766,0.0914964081998727,0.04930852829536092,wind watch
valid,3.330751372835241,-0.10220748089489144,-0.050713513022797446,0.08929942949010546,0.04949307803601388,valid
watch valid,3.330751372835241,-0.10220748089489144,-0.050713513022797446,0.08929942949010546,0.04949307803601388,watch valid
valid from,3.3155451821831656,-0.09957264954403887,-0.05100036738634455,0.08722471762075266,0.0496226806978711,valid from
from tuesday,3.303348727094508,-0.0974641730521761,-0.051218777536214434,0.08558118435156112,0.04969374871779676,from tuesday
tuesday has,3.284664158557877,-0.09424170643108498,-0.051533910436995733,0.08309822679385966,0.049746684736525465,tuesday has
been,10.130163771107659,0.04117378894123586,-0.05468780264725308,0.03183462809613139,-0.019142472475022577,been
has been,7.608587966861453,0.020458463380361537,-0.052577143818663595,0.03530788136833613,-0.00425420649327065,has been
issued…,3.2647614789130417,-0.0908182754058806,-0.05184465142156147,0.08049893891863884,0.049729818654922556,issued…
been issued…,3.2647614789130417,-0.0908182754058806,-0.05184465142156147,0.08049893891863884,0.049729818654922556,been issued…
+1820,3.2459294988775866,-0.08758652489276106,-0.05211600266526204,0.07808174039128336,0.0496455456144624,+1820
issued… +1820,3.2459294988775866,-0.08758652489276106,-0.05211600266526204,0.07808174039128336,0.0496455456144624,issued… +1820
+1820 char+s,3.233919394445757,-0.08552876905023712,-0.05227798403538003,0.07656115960937905,0.049557663406773464,+1820 char+s
IBHS,3.3994034635178463,0.0995673372237503,0.03742881817405555,-0.019336378663728376,-0.12323744513545849,IBHS
Study,3.4178889211438523,0.10004093881306486,0.03810257251167858,-0.019679877930112333,-0.12418428429546315,Study
ibhs study,3.4178889211438523,0.10004093881306486,0.03810257251167858,-0.019679877930112333,-0.12418428429546315,ibhs study
Shows,3.4411017155806127,0.10061713322806264,0.038962675262352316,-0.020114530135017697,-0.12536635011090191,Shows
study show+s,3.4411017155806127,0.10061713322806264,0.038962675262352316,-0.020114530135017697,-0.12536635011090191,study show+s
Smaller,3.4655325142755644,0.10120148471461551,0.039885151279274084,-0.020576155867788937,-0.12660253771798505,Smaller
show+s smaller,3.4655325142755644,0.10120148471461551,0.039885151279274084,-0.020576155867788937,-0.12660253771798505,show+s smaller
Hail,3.5874849975543044,0.07736013194072812,0.016593129524812143,0.053538151590641,-0.1529755755959552,Hail
smaller hail,3.500197375304431,0.10199217130185863,0.041225168885942784,-0.02123890116813661,-0.12834353623482472,smaller hail
May,3.5231993653983493,0.10249217983517753,0.04213499008820714,-0.021683948611727646,-0.1294909057934255,May
hail may,3.5231993653983493,0.10249217983517753,0.04213499008820714,-0.021683948611727646,-0.1294909057934255,hail may
More,3.5573227965125715,0.1031980758101973,0.04351587824764265,-0.02235237385667599,-0.13118235776330345,More
may more,3.5573227965125715,0.1031980758101973,0.04351587824764265,-0.02235237385667599,-0.13118235776330345,may more
Damaging,3.5832041843947025,0.10370513748500378,0.0445886632521604,-0.022866197812798212,-0.1324574041748098,Damaging
more damaging,3.5832041843947025,0.10370513748500378,0.0445886632521604,-0.022866197812798212,-0.1324574041748098,more damaging
Roofs,3.6512229303670796,0.10492254670866628,0.04751647023436246,-0.024246758003282638,-0.13578002404155548,Roofs
damaging roofs,3.6512229303670796,0.10492254670866628,0.04751647023436246,-0.024246758003282638,-0.13578002404155548,damaging roofs
Than,3.68883605064968,0.10552481787162825,0.049205423083102155,-0.02503026065202319,-0.13760226058626873,Than
roofs than,3.68883605064968,0.10552481787162825,0.049205423083102155,-0.02503026065202319,-0.13760226058626873,roofs than
Once,3.7223097235298455,0.10601870784604067,0.05075197390065481,-0.025740395713408547,-0.13921646652452926,Once
than once,3.7223097235298455,0.10601870784604067,0.05075197390065481,-0.025740395713408547,-0.13921646652452926,than once
Believed,3.757945728218301,0.1065011711955081,0.0524447053693086,-0.026510385389015033,-0.1409284195591024,Believed
once believed,3.757945728218301,0.1065011711955081,0.0524447053693086,-0.026510385389015033,-0.1409284195591024,once believed
study,5.493774093805218,0.13487670450047684,0.07264858537735092,-0.03970931523668892,-0.1860806299956578,study
believed study,3.8452462487565002,0.10749538170381231,0.056801537170730804,-0.028461992893178824,-0.1451015872364739,believed study
study the,5.6461995580569955,0.13491412531275984,0.07772581534394166,-0.04190285377086303,-0.1900104463580673,study the
Insurance,5.721165555447012,0.13483941308072742,0.08034450699665571,-0.04302443354448123,-0.191946756365087,Insurance
the insurance,5.721165555447012,0.13483941308072742,0.08034450699665571,-0.04302443354448123,-0.191946756365087,the insurance
Institute,5.932753573832143,0.1342964284571067,0.08819285551158507,-0.04635641194738524,-0.19744881531415967,Institute
insurance institute,5.932753573832143,0.1342964284571067,0.08819285551158507,-0.04635641194738524,-0.19744881531415967,insurance institute
institute for,5.784551969222613,0.13372759399907314,0.08515046131350584,-0.04491824978888087,-0.19444912321976496,institute for
Business,6.307986233494571,0.13210605813694282,0.10391246742389709,-0.052953153024929187,-0.20747082991091867,Business
for business,6.307986233494571,0.13210605813694282,0.10391246742389709,-0.052953153024929187,-0.20747082991091867,for business
business and,6.622629870301361,0.12900583422773626,0.11906752493600128,-0.059285149917688136,-0.21631050333860427,business and
Home,6.7895862856317235,0.1268646396712405,0.12791292375265043,-0.06298921443508565,-0.22122532329904138,Home
and home,6.7895862856317235,0.1268646396712405,0.12791292375265043,-0.06298921443508565,-0.22122532329904138,and home
Safety,7.030350008905934,0.12313278605222204,0.14172665565663345,-0.06880541833143723,-0.22865383953326496,Safety
home safety,7.030350008905934,0.12313278605222204,0.14172665565663345,-0.06880541833143723,-0.22865383953326496,home safety
indicates,7.452038813082432,0.11460822499216866,0.16917827251509537,-0.08054026228213756,-0.24286541520180557,indicates
safety indicates,7.452038813082432,0.11460822499216866,0.16917827251509537,-0.08054026228213756,-0.24286541520180557,safety indicates
indicates that,7.0988779519729945,0.11321238706000214,0.1660438444326059,-0.07871127795605881,-0.23854846312149297,indicates that
roof,9.269921213675607,0.04058609541795327,0.34075359923166115,-0.1631073448672786,-0.33197241080774476,roof
that roof,9.269921213675607,0.04058609541795327,0.34075359923166115,-0.1631073448672786,-0.33197241080774476,that roof
damage,25.604038718608614,-0.13620118581249333,0.5617270417410296,-0.3030955077024128,-0.4314847840992761,damage
roof da+mög+e,10.294842683184317,0.0029782739285539486,0.4123683383609156,-0.20434765895970378,-0.37596237643708735,roof da+mög+e
da+mög+e from,10.11890132163429,0.14543182483476544,0.13070223004611334,-0.0681373442928183,-0.2444222163815781,da+mög+e from
smaller,11.027914295392513,0.18913736966581415,0.024556865369311072,-0.030273408761496097,-0.2108506435524791,smaller
from smaller,11.027914295392513,0.18913736966581415,0.024556865369311072,-0.030273408761496097,-0.2108506435524791,from smaller
hailstones,24.436556118290202,0.21531557053718886,-0.06724535644238704,-0.0003147456709805243,-0.17730757617298779,hailstones
smaller hailstones,16.31662343773768,0.22540232340954175,-0.04817303310358373,-0.009785864533976164,-0.20147093000455735,smaller hailstones
may,10.071875617918682,0.19634460484951125,-0.005975243917176802,-0.01937560696844191,-0.19725056633542906,may
hailstones may,10.071875617918682,0.19634460484951125,-0.005975243917176802,-0.01937560696844191,-0.19725056633542906,hailstones may
much,10.342761146345207,0.14349927181095684,0.004227969987350811,-0.013653040976884405,-0.14550121180584352,much
may much,8.832222801423436,0.18749302786265282,0.004050265606396982,-0.02145323650654637,-0.19428726241548194,may much
much more,8.247136663428812,0.18276739028861402,0.008676476357921308,-0.0223153595883506,-0.1922345773612231,much more
more significant,7.798573202981325,0.17886013403882972,0.012089903606376238,-0.02288381154812237,-0.190264880499324,more significant
than,8.615850496611428,0.11861892599062486,0.014892184567052989,-0.013157165017965313,-0.1273382664922415,than
significant than,7.0393993308998954,0.1715730419149986,0.017424491185799904,-0.023575445359307497,-0.18590059827897548,significant than
previously,6.804958367622648,0.16911919986801663,0.01891682875918759,-0.023698556391437624,-0.18422639635400184,previously
than previously,6.804958367622648,0.16911919986801663,0.01891682875918759,-0.023698556391437624,-0.18422639635400184,than previously
believed,6.391634074114687,0.1645084273177277,0.021315638978600938,-0.02378255682769667,-0.18080791024861276,believed
previously believed,6.391634074114687,0.1645084273177277,0.021315638978600938,-0.02378255682769667,-0.18080791024861276,previously believed
finding,5.9288118208943175,0.15882743530718627,0.02357794764590108,-0.02363359741745058,-0.17613223624540916,finding
